#1:time	2:real	3:imag	4:ampl	5:phse
233.1999999999999886	0.0002164388323552057596	0.0003254085463081157824	0.000390815161120504611	13.5502292666145312
233.3333333333333428	0.0002122021605731003473	0.000328260675455865859	0.0003908769985591799127	13.56329557269677721
233.4666666666666686	0.0002079355098356220645	0.0003310495588510058715	0.0003909360390985278403	13.57633440850164952
233.5999999999999943	0.0002036313148724471964	0.000333770301983894594	0.0003909837936322961322	13.58935829935101935
233.7333333333333201	0.0001992818997597826762	0.0003364184487940279859	0.000391012337734818942	13.60238167829420775
233.8666666666666742	0.0001948798157632351358	0.0003389901222671756645	0.0003910146360261047426	13.61542024561899922
234	0.0001904181748936785109	0.0003414821348262020093	0.0003909848203387184321	13.62849024648168594
234.1333333333333258	0.0001858909658597568361	0.0003438920645382265357	0.0003909184099535823386	13.64160769879792667
234.2666666666666515	0.0001812933396559227592	0.0003462182947310822297	0.0003908124647578379391	13.65478760561226323
234.4000000000000057	0.0001766218530208901857	0.0003484600163351030643	0.0003906656651777747871	13.66804318731474055
234.5333333333333314	0.0001718746595592163262	0.0003506171939895501798	0.0003904783160685140644	13.6813851688986805
234.6666666666666572	0.0001670516402545676354	0.0003526904986897534591	0.0003902522753012062601	13.69482115634849606
234.7999999999999829	0.0001621544674884511819	0.0003546812113298981081	0.000389990811426252739	13.70835513370975178
234.9333333333333371	0.0001571865992796101169	0.0003565911029177969128	0.0003896983983457201332	13.72198710874281069
235.0666666666666629	0.000152153203306280995	0.0003584222983288449225	0.0003893804581841440971	13.73571292977798919
235.1999999999999886	0.0001470610131006516198	0.0003601771312368683684	0.000389043066305274634	13.74952428986120623
235.3333333333333428	0.000141918121623484442	0.0003618579981637654432	0.0003886926344558458229	13.7634089261587782
235.4666666666666686	0.0001367337199703583088	0.0003634672194794886417	0.0003883355891662302489	13.77735101352661751
235.5999999999999943	0.0001315177912547720116	0.000365006914568813119	0.0003879780626524889143	13.79133174112572213
235.7333333333333201	0.0001262807715213306724	0.0003664788973777712098	0.0003876256125170903823	13.8053300509669139
235.8666666666666742	0.0001210331909303881496	0.0003678845971379293982	0.000387282984545058947	13.81932350757031891
236	0.000115785309237204098	0.0003692250074212947422	0.0003869539299973707731	13.8332892596904351
236.1333333333333258	0.0001105467598806214878	0.0003705006648326174051	0.0003866410851959673736	13.84720504858469958
236.2666666666666515	0.0001053262166621948457	0.0003717116568153337763	0.00038634591718921023	13.86105021358444844
236.4000000000000057	0.0001001310961976104453	0.0003728576562770040252	0.0003860687351626852217	13.87480664472191982
236.5333333333333314	9.496730795954961277e-05	0.0003739379792366073502	0.0003858087633746041601	13.88845963439121434
236.6666666666666572	8.983906199520708222e-05	0.0003749516604727318398	0.0003855642679910022976	13.90199858490169404
236.7999999999999829	8.474874221607608428e-05	0.0003758975413640892275	0.0003853327275365720601	13.91541753631663525
236.9333333333333371	7.96968507305796279e-05	0.0003767743637109286382	0.0003851110348537775175	13.92871548816381022
237.0666666666666629	7.468202595960217168e-05	0.0003775808633920648468	0.0003848957175668856921	13.94189649917764129
237.1999999999999886	6.970113446279474208e-05	0.000378315858127203843	0.0003846831639881361431	13.95496956008819467
237.3333333333333428	6.474943346363359799e-05	0.0003789783244002480674	0.0003844698421190941517	13.96794824537453117
237.4666666666666686	5.982079823102748025e-05	0.0003795674595891112136	0.0003842525006814254845	13.98085015992650959
237.5999999999999943	5.490800572520261667e-05	0.0003800827265340743955	0.0003840283428372114906	13.99369620570708506
237.7333333333333201	5.00030634968135019e-05	0.0003805238789822417171	0.0003837951652050324144	14.00650970110706872
237.8666666666666742	4.50975707187152599e-05	0.0003808909675707184187	0.0003835514568629450321	14.01931539194972487
238	4.018309667759125059e-05	0.0003811843271006453045	0.0003832964550915810486	14.0321383975331635
238.1333333333333258	3.525156101953148173e-05	0.000381404546840913869	0.0003830301566524973132	14.04500313800408762
238.2666666666666515	3.02955997445629559e-05	0.0003815524263665535086	0.0003827532853289269889	14.05793229028956759
238.4000000000000057	2.530890129214466569e-05	0.0003816289200511971879	0.0003824672183391127902	14.07094581909686148
238.5333333333333314	2.028649820233703919e-05	0.0003816350737099164403	0.0003821738759974139588	14.08406012669557406
238.6666666666666572	1.522500161103572948e-05	0.000381571957120690954	0.0003818755807000108081	14.09728736067896726
238.7999999999999829	1.012276830827088845e-05	0.0003814405961688544433	0.0003815748928374009929	14.11063491232511069
238.9333333333333371	4.97999301039206489e-06	0.0003812419082593132363	0.0003812744325857507174	14.1241051300426026
239.0666666666666629	-2.012781383924750539e-07	0.0003809766443560947866	0.0003809766975258714193	14.1376952625686414
239.1999999999999886	-5.417213315886207065e-06	0.0003806453406361989746	0.0003806838866410788488	14.15139763583987786
239.3333333333333428	-1.066233690628162936e-05	0.0003802482822134970603	0.0003803977412585652544	14.16520005593661402
239.4666666666666686	-1.592974102739276747e-05	0.0003797854807966561741	0.0003801194129127676144	14.17908641920780433
239.5999999999999943	-2.121135709099258951e-05	0.0003792566674271666098	0.0003798493667990010861	14.1930374999675788
239.7333333333333201	-2.649827520577765057e-05	0.0003786613007070194236	0.0003795873275571945535	14.20703187707814763
239.8666666666666742	-3.178109717028149129e-05	0.0003779985901174127754	0.0003793322715879822666	14.22104695358810922
240	-3.705030747249636299e-05	0.0003772675332712123225	0.0003790824672077987485	14.23506001921377973
240.1333333333333258	-4.229664602269354753e-05	0.0003764669651925119575	0.0003788355608255764635	14.24904930377277168
240.2666666666666515	-4.751146643661292542e-05	0.0003755956171043337228	0.0003785887043097597255	14.2629949710824917
240.4000000000000057	-5.268706439922037093e-05	0.0003746521816902943238	0.000378338715967986702	14.27688000678378977
240.5333333333333314	-5.781696205769245922e-05	0.0003736353814960820491	0.0003780822653964391626	14.29069095997112449
240.6666666666666572	-6.289613631149331796e-05	0.0003725440369938729608	0.0003778160709427354669	14.30441850653033953
240.7999999999999829	-6.792118133472900034e-05	0.0003713771309386514606	0.0003775370978567926567	14.31805781142148604
240.9333333333333371	-7.289039845063778806e-05	0.000370133865910288217	0.0003772427452980215584	14.33160867687806039
241.0666666666666629	-7.780380960744912922e-05	0.0003688137124167483231	0.000376931011268714965	14.34507547342117206
241.1999999999999886	-8.266309393361472957e-05	0.0003674164455110885989	0.0003766006260359644345	14.35846685998059691
241.3333333333333428	-8.747145019126572566e-05	0.0003659421685806727104	0.0003762511466349153372	14.37179530828727003
241.4666666666666686	-9.223339114273844722e-05	0.0003643913236643305138	0.0003758830073354370869	14.38507645455359096
241.5999999999999943	-9.695447889893477045e-05	0.0003627646883703062436	0.0003754975234365326431	14.39832830846216893
