900000014 1000 1724.24402 12.1518668896 1.3940547153e-22 131.8207129716 203.7783702393 0.0586651476 10.0024420024
900000024 1000 1725.026 13.7065345608 1.5011652449e-22 132.5080945799 204.3066541827 0.0601992197 10.0024420024
900000034 1000 1725.81104 7.7410345096 1.2150344368e-22 125.3233490409 198.6122777752 0.0552929106 10.0024420024
900000044 1000 1726.59802 11.2133902093 1.3630196801e-22 130.8907071809 203.0586185350 0.0575111189 10.0024420024
900000054 1000 1727.38599 11.6002748119 1.4211383484e-22 130.8136502299 203.0005715472 0.0574965723 10.0024420024
900000064 1000 1728.17798 14.3550757422 1.5752895741e-22 132.4880582427 204.2896810700 0.0601948600 10.0024420024
900000074 1000 1728.97205 13.7911654257 1.5599207302e-22 132.0702820466 203.9697720037 0.0592759622 10.0024420024
900000084 1000 1729.76794 10.4450801630 1.3664198265e-22 129.5490936120 202.0068421666 0.0565789643 10.0024420024
900000094 1000 1730.56604 3.0907054101 1.1440866893e-22 61.0673491839 119.7114673632 0.0541926069 10.0024420024
900000104 1000 1731.36694 15.0070038940 1.6637848953e-22 132.3561590584 204.1884360499 0.0599090586 10.0024420024
