900000014 1000 1724.24402 2.4316589841 1.0216650543e-22 37.1096879806 53.0341839365 0.0544775454 10.0024420024
900000024 1000 1725.026 6.4433378954 1.1309169751e-22 121.3989268843 195.2846367952 0.0551321959 10.0024420024
900000034 1000 1725.81104 13.8179586722 1.5186372242e-22 132.4095428799 204.2254131082 0.0598750957 10.0024420024
900000044 1000 1726.59802 3.1790525157 1.0712964165e-22 74.0557764378 141.6567958047 0.0544256340 10.0024420024
900000054 1000 1727.38599 12.8844511799 1.4740171875e-22 131.7899713194 203.7437254529 0.0586251484 10.0024420024
900000064 1000 1728.17798 7.7675343760 1.2243398036e-22 124.9063694929 198.2401580582 0.0554206259 10.0024420024
900000074 1000 1728.97205 10.9976562401 1.3882984664e-22 130.1140456803 202.4379632629 0.0568874771 10.0024420024
900000084 1000 1729.76794 4.9388201484 1.1728694188e-22 107.1008511086 182.1046633277 0.0544954891 10.0024420024
900000094 1000 1730.56604 13.8997460476 1.5928302024e-22 131.8545669486 203.7999892631 0.0586004420 10.0024420024
900000104 1000 1731.36694 9.9503847954 1.3761892934e-22 128.2644738390 200.9774408218 0.0560611908 10.0024420024
