900000014 1000 1724.24402 12.9279658694 1.4465796350e-22 132.2602488750 204.1210268149 0.0609299442 10.0024420024
900000024 1000 1725.026 11.7375803616 1.3929046943e-22 131.4093319796 203.4707586167 0.0591271441 10.0024420024
900000034 1000 1725.81104 2.4834495518 1.0345381105e-22 42.0430689519 73.2820310329 0.0538199626 10.0024420024
900000044 1000 1726.59802 13.2015690621 1.4810502599e-22 132.2197025992 204.0912771659 0.0608337530 10.0024420024
900000054 1000 1727.38599 6.0925737034 1.1602727711e-22 119.0633461792 193.3419887263 0.0546608829 10.0024420024
900000064 1000 1728.17798 11.7205344594 1.4294011114e-22 130.9881245496 203.1526574356 0.0585129050 10.0024420024
900000074 1000 1728.97205 9.3783491632 1.3237013241e-22 128.1959144198 200.9668456543 0.0563266025 10.0024420024
900000084 1000 1729.76794 13.4913582494 1.5347525206e-22 132.0226245526 203.9398673658 0.0603654056 10.0024420024
900000094 1000 1730.56604 6.0765391876 1.1941767605e-22 117.5321004689 191.9479709097 0.0546923011 10.0024420024
900000104 1000 1731.36694 11.2582873232 1.4577164081e-22 129.9696589696 202.3663831137 0.0574265443 10.0024420024
