900000014 1000 1724.24402 7.6844028688 1.0792365609e-22 120.5782310239 194.8786932564 0.1781588725 10.0000000000
900000024 1000 1725.026 9.3590592947 1.2076754122e-22 121.3703664354 195.6971490567 0.1837563002 10.0000000000
900000034 1000 1725.81104 7.1096259210 1.1714511391e-22 102.6043393249 179.0184667895 0.1844540473 10.0000000000
900000044 1000 1726.59802 6.9361322120 1.0570485640e-22 118.1989743199 192.7884996196 0.1755368829 10.0000000000
900000054 1000 1727.38599 9.1014381171 1.2827489614e-22 114.0625680585 189.6723887493 0.1876889470 10.0000000000
900000064 1000 1728.17798 9.9446222577 1.2808935900e-22 121.5673017107 195.8703087513 0.1847509328 10.0000000000
900000074 1000 1728.97205 10.0641127102 1.3318565833e-22 118.9427290119 193.7815171858 0.1874433031 10.0000000000
900000084 1000 1729.76794 6.4735205179 1.0788111933e-22 113.5393882967 188.6868160103 0.1738859767 10.0000000000
900000094 1000 1730.56604 4.5283814968 1.1355370472e-22 54.9457022399 113.0492875049 0.1798301366 10.0000000000
900000104 1000 1731.36694 10.6185475366 1.3813642083e-22 121.0036537419 195.4350345979 0.1863674725 10.0000000000
