900000014 1000 1724.24402 5.1951024244 1.0105203658e-22 102.0728659731 177.5563701865 0.1745599563 10.0000000000
900000024 1000 1725.026 3.4555521486 9.9930351132e-23 35.2491251798 54.3069166702 0.1770058218 10.0000000000
900000034 1000 1725.81104 8.7724573458 1.1547939357e-22 112.1678460419 187.9035384945 0.1728293246 10.0000000000
900000044 1000 1726.59802 6.4340678682 1.0627170873e-22 113.8958139349 188.9470522900 0.1725086705 10.0000000000
900000054 1000 1727.38599 6.9232509280 1.1241320511e-22 97.6606093854 173.6990094127 0.1759145458 10.0000000000
900000064 1000 1728.17798 3.6114700388 1.0458524190e-22 34.1599783924 49.1786703410 0.1770374410 10.0000000000
900000074 1000 1728.97205 5.1514110478 1.0999401590e-22 73.4693402179 143.5105600562 0.1771692470 10.0000000000
900000084 1000 1729.76794 7.6457514315 1.1450344111e-22 117.8972082782 192.5572665115 0.1709690053 10.0000000000
900000094 1000 1730.56604 10.8268699469 1.3022138986e-22 119.1258184776 193.9148121817 0.1715010890 10.0000000000
900000104 1000 1731.36694 4.4305184679 1.1244379870e-22 55.4647775723 112.3798348991 0.1771945123 10.0000000000
