900000014 1000 1724.24402 2.2278388985 9.8953077085e-23 43.3747611778 51.0093189649 0.0534568196 10.0024420024
900000024 1000 1725.026 6.2927866743 1.0919699241e-22 102.1844553628 171.2419677970 0.0552685634 10.0024420024
900000034 1000 1725.81104 12.9858621329 1.5987122876e-22 114.8156922158 188.5677755438 0.0611409405 10.0024420024
900000044 1000 1726.59802 2.4425413518 1.0724039024e-22 67.6473582579 144.3246909661 0.0526704024 10.0024420024
900000054 1000 1727.38599 12.7252026844 1.5103684371e-22 116.1992690804 188.5815447378 0.0592945309 10.0024420024
900000064 1000 1728.17798 7.8825143374 1.1834362232e-22 114.8510711128 185.6363418710 0.0554813490 10.0024420024
900000074 1000 1728.97205 11.2311098569 1.3787198920e-22 118.5537442984 190.0775850396 0.0572365852 10.0024420024
900000084 1000 1729.76794 4.6616190414 1.2237883321e-22 96.6734660754 175.1602386671 0.0528531320 10.0024420024
900000094 1000 1730.56604 14.4666786297 1.7270294745e-22 118.6401975597 191.6793737906 0.0610866115 10.0024420024
900000104 1000 1731.36694 10.3572920983 1.3408004297e-22 122.7402929027 193.9840062750 0.0560857369 10.0024420024
