900000014 1000 1724.24402 2.9534701979 9.4508038633e-23 39.5802383309 68.8812121607 0.1752284686 10.0000000000
900000024 1000 1725.026 5.4479963679 1.0342861754e-22 95.8350888448 171.3601264858 0.1777459567 10.0000000000
900000034 1000 1725.81104 10.0013960498 1.2395650192e-22 117.5204772391 192.6183989981 0.1778711957 10.0000000000
900000044 1000 1726.59802 3.0156518881 9.6574412556e-23 46.3401532397 89.0891878989 0.1735592539 10.0000000000
900000054 1000 1727.38599 9.5792348829 1.2446702412e-22 115.4796942127 190.8354511813 0.1796493593 10.0000000000
900000064 1000 1728.17798 6.4082401505 1.1072342209e-22 103.4532802682 179.3489207513 0.1780600629 10.0000000000
900000074 1000 1728.97205 8.4862271408 1.2125542086e-22 112.3509399041 187.9763472158 0.1794636302 10.0000000000
900000084 1000 1729.76794 3.7697868319 1.0291634708e-22 70.3098498391 137.5044384512 0.1724136744 10.0000000000
900000094 1000 1730.56604 9.7676928208 1.2934906651e-22 116.0615790888 191.3527296152 0.1763318052 10.0000000000
900000104 1000 1731.36694 7.9474863006 1.2234847253e-22 110.3772149917 186.0719763165 0.1788385568 10.0000000000
