900000014 1000 1724.24402 10.7049032302 1.3368487385e-22 130.4347249365 202.6946381054 0.0564325662 10.0024420024
900000024 1000 1725.026 6.7512945378 1.1670607257e-22 122.0737380664 195.8578631147 0.0549866319 10.0024420024
900000034 1000 1725.81104 7.5034517624 1.1920400309e-22 124.3654238411 197.8075994544 0.0551543146 10.0024420024
900000044 1000 1726.59802 12.3115149130 1.4463672433e-22 131.4689424693 203.5176767047 0.0573217329 10.0024420024
900000054 1000 1727.38599 3.5568828797 1.0959295663e-22 82.8115394488 153.9233101688 0.0545106315 10.0024420024
900000064 1000 1728.17798 6.0387366465 1.1858193092e-22 117.0196780492 191.4654682497 0.0548095405 10.0024420024
900000074 1000 1728.97205 3.0295646817 1.1190749718e-22 59.1251218941 115.6407622314 0.0545301202 10.0024420024
900000084 1000 1729.76794 13.7815963511 1.5701506477e-22 131.9202555053 203.8693509492 0.0580659254 10.0024420024
900000094 1000 1730.56604 12.6827112699 1.5111366658e-22 131.0506134602 203.1795531534 0.0575104957 10.0024420024
900000104 1000 1731.36694 4.6418198434 1.2066204468e-22 100.0235844187 174.7236863481 0.0546218463 10.0024420024
