900000014 1000 1724.24402 4.6387264551 1.0497406185e-22 103.6552671547 179.8095911329 0.2090216941 10.0000000000
900000024 1000 1725.026 7.0954567483 1.1802160120e-22 116.7784220362 192.0582495593 0.2131503980 10.0000000000
900000034 1000 1725.81104 8.1401681260 1.3007815035e-22 115.4863103312 191.1197082398 0.2149609775 10.0000000000
900000044 1000 1726.59802 3.7391214111 1.0465356929e-22 88.0042972673 162.6873762106 0.2070565828 10.0000000000
900000054 1000 1727.38599 8.9823549069 1.3552514056e-22 118.3011869529 193.4739059861 0.2171546516 10.0000000000
900000064 1000 1728.17798 7.8907412299 1.2602170446e-22 118.4996989851 193.5158108155 0.2139253938 10.0000000000
900000074 1000 1728.97205 8.9620301313 1.3541375191e-22 119.3358455472 194.2791561195 0.2164870980 10.0000000000
900000084 1000 1729.76794 3.2674412182 1.0936137110e-22 65.7017912167 131.6845072146 0.2058596621 10.0000000000
900000094 1000 1730.56604 6.3983696815 1.3054164992e-22 102.6904814209 179.3805370023 0.2119002379 10.0000000000
900000104 1000 1731.36694 8.9945206556 1.3795491995e-22 119.8145062631 194.6265672341 0.2153838291 10.0000000000
