900000014 1000 1724.24402 6.5955280897 1.1431797135e-22 117.6512616144 192.6581799567 0.2061931594 10.0000000000
900000024 1000 1725.026 4.4282144583 1.1295818577e-22 87.0128064551 162.1469121748 0.2096636044 10.0000000000
900000034 1000 1725.81104 6.0554422314 1.1681841620e-22 99.9443562372 176.5911326347 0.2037462702 10.0000000000
900000044 1000 1726.59802 7.5505687299 1.1868986876e-22 121.6766213464 195.9721312556 0.2036539873 10.0000000000
900000054 1000 1727.38599 4.2108450948 1.1733985087e-22 60.8857451308 125.3223887588 0.2081446683 10.0000000000
900000064 1000 1728.17798 4.0520549946 1.1713669816e-22 72.1479185132 142.6342390963 0.2098102349 10.0000000000
900000074 1000 1728.97205 3.4158434828 1.1888997349e-22 29.6986133883 32.6227098512 0.2099573526 10.0000000000
900000084 1000 1729.76794 8.4687453302 1.2628404968e-22 122.9344082870 196.9981145716 0.2017681685 10.0000000000
900000094 1000 1730.56604 8.8677558389 1.3200820240e-22 117.2228087543 192.4813289879 0.2011249767 10.0000000000
900000104 1000 1731.36694 3.6222705016 1.2355306738e-22 43.1996984049 86.7415259137 0.2100303869 10.0000000000
